pct_networth_africa,pct_networth_Asia,pct_North_America,pct_networth_Europe,pct_networth_St_America,pct_networth_Oceania,total_networth
0.7433203834054751,30.894202101009437,40.30767714433557,24.447437803385597,1.995876830580447,1.6114857372834717,12175.1
